,_id,nursing_license,last_name,first_name,starting_date,shift,cardiology_hours,nephrology_hours,transplant_hours,respiratory_hours,aces,preceptor,charge_rn,bls,bls_expiration_date,pals,pals_expiration_date,employment_status,username,password,years_of_experience,bls_expiration_countown,pals_expiration_countown
131,687397,WC8M1L,UEQSBTR,GVJMZGD,2019-06-09,AM,1,1,1,1,1,1,1,0,2024-03-25,0,2024-09-22,Full Time,gueqsb17,Gx[BQQM[u*,5.409993155373032,225,44
132,944726,PTP8G3,BLKWK,JZIF,2020-08-26,AM,1,1,1,1,1,0,0,0,2024-03-04,0,2023-11-08,PRN,jblkwk08,y>UB1}x`%x,4.1943874058863795,246,363
133,672602,59LK7T,ICRBCSQ,COUPRYJ,2018-12-15,AM,1,1,1,1,1,0,1,1,2025-10-30,1,2025-05-06,Part Time,cicrbc10,|Zqp&[&|'1,5.891854893908282,-359,-182
134,665558,G24AEY,BPVKIAYURM,NQWU,2020-09-22,AM,1,1,1,0,1,1,1,0,2024-03-22,0,2024-10-15,Full Time,nbpvki18,)YFrNk5HxUH,4.120465434633813,228,21
135,310266,E6NPTU,SCBRFEKX,NDQP,2022-09-25,PM,1,1,1,1,1,0,1,0,2024-02-07,0,2024-10-01,Full Time,nscbrf09,jRx<]SSBt(),2.113620807665982,272,35
136,524259,4AC1H9,YSIUASTZBU,LDH,2019-06-03,PM,0,0,1,1,1,1,1,1,2025-07-24,0,2024-10-02,Full Time,lysiua15,",co)Kel![",5.426420260095825,-261,34
137,202657,9A547M,KTZ,MNZL,2017-10-25,PM,1,1,1,1,1,1,1,0,2023-11-20,1,2024-11-12,Full Time,mktz04,15\Eb[Zpp}v,7.030800821355236,351,-7
138,159875,25Z7UQ,QGKUGYVFZF,SNIZUAIGNI,2020-08-27,AM,1,1,1,1,1,1,1,0,2024-02-05,0,2023-11-15,PRN,sqgkug07,n2?mEtc0L,4.191649555099247,274,356
139,585711,LVM9IU,KLBN,HLZYTFIXZX,2018-05-10,PM,1,1,1,1,0,1,1,1,2025-03-30,0,2024-08-28,Full Time,hklbn20,)yuKv~q\'\,6.491444216290212,-145,69
140,207091,FK7R83,AATVDZJ,KLNDTGOG,2015-04-26,PM,1,1,0,1,1,0,0,0,2023-12-14,1,2024-11-21,PRN,kaatvd10,i^6olz/66w,9.530458590006845,327,-16
141,419773,Z0EGRB,ESMDUBUTHB,BCSWK,2019-05-10,PM,1,1,1,1,1,0,0,1,2025-09-07,1,2025-10-16,Part Time,besmdu04,i$+6t7)a,5.492128678986996,-306,-345
142,630367,8KKUOB,IRFQNJBYV,SYQBJNZIC,2014-11-17,AM,1,0,1,1,0,0,0,1,2025-02-22,1,2025-03-13,Full Time,sirfqn08,Pmyr9Q?>Mbz,9.96851471594798,-109,-128
143,335478,HRM36A,ZOM,OTYIWGUH,2024-09-06,AM,1,1,1,1,1,0,1,0,2024-07-31,0,2024-09-08,PRN,ozom03,H0vJw.q^Q,0.16427104722792607,97,58
144,561515,B95AXE,KFGIZCYPJN,BOXOUIHXQ,2015-04-06,AM,1,1,0,1,1,1,0,1,2025-08-14,1,2025-04-19,Full Time,bkfgiz02,MxAwjX.:?;xC,9.585215605749486,-282,-165
145,160578,JD4AOS,SJWPTZU,APYDWIAD,2021-12-31,PM,1,1,0,0,1,0,0,0,2024-08-30,1,2025-10-22,Full Time,asjwpt02,GBv.-]#Y#jR,2.847364818617385,67,-351
146,574844,CA467D,TXX,JNSB,2016-12-06,AM,1,1,1,1,1,0,0,0,2024-06-01,1,2025-05-09,Full Time,jtxx10,";Z'b,s1O$%",7.915126625598905,157,-185
147,849821,SXK1CP,VQYJDNBPYR,IMMWBX,2019-01-21,AM,1,1,1,1,1,0,0,0,2024-09-03,1,2025-04-30,Full Time,ivqyjd11,>G(bQKn?,5.790554414784395,63,-176
148,739256,7C48LH,IISL,QUSQTFC,2021-11-18,PM,1,0,1,1,1,1,1,0,2024-06-03,0,2024-01-25,Part Time,qiisl02,Q=2|7Vvx,2.965092402464066,155,285
149,900719,9J5JUD,VBDVFQV,CNCOLLRH,2021-07-12,PM,0,1,1,1,1,0,0,0,2024-04-19,0,2024-08-06,Part Time,cvbdvf18,"L+%e_n}""zc",3.3182751540041067,200,91
150,336034,RTP1ZL,NRYNSKVZP,TEJBPE,2016-01-06,PM,1,1,1,1,1,0,0,1,2024-11-20,1,2024-12-29,Full Time,tnryns06,YbFn%09$3;nk,8.83230663928816,-15,-54
151,343465,PDDQH3,WOKMII,PIQQRC,2015-02-26,PM,1,1,1,1,0,0,1,0,2024-06-03,0,2023-11-08,Part Time,pwokmi02,_;PQ8))#{04[,9.69199178644764,155,363
152,456416,42OAIQ,NVMJWQ,EWXOHDQIDP,2018-05-06,PM,0,1,1,1,1,0,1,0,2024-05-26,1,2024-11-09,Full Time,envmjw02,(~;*5j#JO=,6.50239561943874,163,-4
153,696667,OZ3YUH,HHAC,DRJCGZRUW,2021-12-28,AM,1,1,1,1,1,1,1,1,2024-12-02,0,2024-07-11,Full Time,dhhac08,gnQh*yYv&{,2.855578370978782,-27,117
154,447156,I8C43I,ZMUAR,ODJYX,2019-10-26,PM,0,1,1,1,1,1,0,1,2025-03-16,1,2025-05-30,Full Time,ozmuar14,"3%}2""w8f*Bk",5.02943189596167,-131,-206
155,530197,X7QM3M,FYHDDJXEQ,UVQEIWVD,2015-04-04,PM,1,1,1,1,0,0,1,1,2024-11-20,0,2024-04-10,Full Time,ufyhdd07,"7{""E)FzkUzO0",9.59069130732375,-15,209
156,655282,49IJIY,NUWFG,KYQOJ,2020-02-29,AM,1,1,1,1,1,0,1,1,2025-03-14,1,2025-01-27,Full Time,knuwfg20,$T'WWA>T6,4.684462696783025,-129,-83
157,183147,6TRPPO,UVUJNTGFD,RWUXCK,2024-07-15,PM,1,1,1,1,1,0,1,1,2025-09-24,0,2024-05-17,Part Time,ruvujn03,I]O/te\h,0.30937713894592744,-323,172
158,997949,WPQIRH,DVVFY,FOSB,2016-07-31,AM,1,1,1,1,0,0,1,0,2024-07-21,0,2024-08-26,Full Time,fdvvfy13,3TUiT&Ijb_O,8.265571526351813,107,71
159,495513,HDDR4H,IMA,OQXDKVNI,2015-08-02,AM,1,1,1,1,0,0,0,1,2025-01-13,1,2025-02-10,Full Time,oima18,;Ju\5@N#r,9.262149212867898,-69,-97
160,760933,CBB8SX,NPHK,ENK,2021-12-20,PM,1,1,1,1,1,0,1,1,2024-11-14,0,2024-03-29,PRN,enphk16,;j\rb-[~.y,2.8774811772758384,-9,221
161,464397,7VKTDC,MJHYIHDO,XHM,2019-06-25,AM,1,1,1,1,0,1,1,1,2025-07-29,1,2024-11-07,Full Time,xmjhyi13,CPYped_*,5.366187542778919,-266,-2
162,282372,BOLBVF,ZZPFW,IENHZA,2020-03-11,AM,1,0,1,0,1,1,1,0,2024-01-29,1,2025-10-16,PRN,izzpfw09,y548=~p6f0H,4.654346338124572,281,-345
163,552809,69ZVHV,HZFSA,VVPLNBDPXG,2017-06-04,PM,1,1,1,1,1,0,0,0,2024-03-20,1,2025-09-02,Full Time,vhzfsa09,"JY,BD7.JkmLU",7.422313483915127,230,-301
164,403026,BQ7J52,KFIYHN,VSET,2016-02-01,PM,1,1,1,1,1,0,1,1,2025-04-06,1,2024-11-28,Part Time,vkfiyh05,pSR>r_S1z8o,8.761122518822724,-152,-23
165,305407,4HEZIV,PGIJGS,RGBAULE,2022-06-10,AM,1,1,1,1,0,0,0,0,2024-03-29,1,2025-10-22,Full Time,rpgijg04,SV.D!s2Kf),2.406570841889117,221,-351
166,845413,BTK9Q7,LAPISZT,QRFVFI,2023-10-06,AM,1,1,1,1,0,1,1,1,2025-01-07,0,2024-06-25,Part Time,qlapis12,4{QoUz*yy4},1.0841889117043122,-63,133
167,867608,DY4UFY,YSAJAGSF,ULJHLGCYN,2017-12-24,PM,1,1,1,0,1,0,0,0,2024-04-25,0,2024-01-13,Part Time,uysaja01,PkPyQ<F~DTp,6.86652977412731,194,297
168,947319,INKL50,ZVQ,OXE,2018-12-16,AM,0,1,0,1,1,1,0,1,2025-01-01,1,2025-09-01,PRN,ozvq12,NL[D6+c+)-(,5.88911704312115,-57,-300
169,391512,VKC6B4,TLJRKWZUA,AGDV,2021-03-08,AM,1,1,1,0,0,1,0,1,2025-06-23,1,2025-05-11,Full Time,atljrk10,Ys4!71OfA,3.6632443531827517,-230,-187
170,440012,LT67XZ,KDDVASQ,UMRMMY,2015-01-02,PM,1,1,1,1,0,0,0,1,2025-04-01,1,2024-12-21,Full Time,ukddva06,Ik3nYb]BIsz,9.842573579739904,-147,-46
171,380178,BDNRKI,YQXX,DBZRY,2020-01-07,PM,0,1,1,1,0,0,1,0,2024-01-26,0,2023-12-04,Full Time,dyqxx09,^9SP#C!B,4.829568788501026,284,337
172,218265,PE3ZOX,OGVMCJ,JVIL,2020-04-07,PM,1,1,1,1,1,1,0,0,2024-08-02,1,2025-07-30,Full Time,jogvmc14,iU0NZ[{n=,4.5804243668720055,95,-267
173,375427,L5MKF6,JIKACNNSEH,DOVPJXD,2019-07-15,PM,1,1,1,1,1,1,1,0,2024-01-14,1,2025-07-19,Full Time,djikac13,tRV#sF3V,5.3114305270362765,296,-256
174,782586,6PDMZE,UAHUTRS,WVPSKMZH,2018-10-06,AM,1,1,0,1,1,1,1,0,2024-07-20,1,2025-01-21,PRN,wuahut13,"'""1BuE2O:f",6.083504449007529,108,-77
175,596915,SW8XIH,VTWGGT,DUPUY,2021-09-29,PM,1,1,1,1,1,0,1,0,2024-03-26,0,2024-05-19,Full Time,dvtwgg09,l:CE1}A/E`,3.1019849418206706,224,170
176,693604,IHLK5L,GMISTUK,EUZHVMZIF,2016-09-25,PM,1,0,0,1,0,0,0,0,2024-03-17,1,2024-12-02,Full Time,egmist18,lQ$+R+NT<Ye,8.112251882272416,233,-27
177,823072,5KDZ86,WMMHV,EGGQHL,2023-09-16,PM,1,1,1,1,1,1,1,0,2023-11-26,0,2024-08-10,Full Time,ewmmhv07,%k6v_Nb;uW%:,1.1389459274469542,345,87
178,632417,UKMEF9,EZIDMWKN,DDLG,2017-11-07,AM,1,1,1,1,1,1,1,0,2024-07-17,1,2025-06-12,Full Time,dezidm05,.(o_NL]Kft#K,6.995208761122519,111,-219
179,820875,8GIPJR,TPT,NVLQHQASNG,2023-04-27,AM,1,0,1,1,0,0,1,1,2025-08-08,1,2025-10-11,Full Time,ntpt05,kIJNukR#s+,1.5277207392197125,-276,-340
180,903267,F3Z6GF,XQUDIWHSVN,MIKOBWDE,2017-11-30,AM,1,1,1,1,1,1,0,1,2025-07-22,0,2023-12-09,Full Time,mxqudi19,L?oCArKT@D,6.93223819301848,-259,332
181,198806,QJ8DUJ,OCY,CHQDRXMHFV,2017-09-28,AM,1,1,1,1,1,0,0,0,2024-05-13,1,2025-04-30,Part Time,cocy09,q&2`P>PQBgqp,7.104722792607803,176,-176
182,777350,HXJ64V,ZFTGW,EUYKEWW,2023-10-26,AM,1,1,1,1,1,1,0,1,2025-01-15,0,2024-01-07,Full Time,ezftgw16,LZvTb{SM\)mB,1.0294318959616702,-71,303
183,755343,W16C6U,GHXVHRB,FGSREL,2018-08-24,PM,1,1,1,1,1,0,1,1,2025-02-06,1,2025-02-19,Part Time,fghxvh10,$n1'pBWmz,6.201232032854209,-93,-106
184,462042,IZ06ZN,ICDWZJPZSM,GGNNFMFO,2021-05-01,AM,1,1,1,1,1,0,0,0,2023-12-31,0,2024-07-31,Full Time,gicdwz16,yiLc8pxHpd6,3.515400410677618,310,97
185,882141,1PGQ3N,CCPEBLHR,QKVDELAYM,2015-01-22,AM,0,1,1,1,1,1,1,0,2023-12-24,1,2025-05-11,Full Time,qccpeb09,}S2\z:X9l,9.787816563997263,317,-187
186,857594,C3Q5ON,TKVKL,SPCZ,2016-11-25,PM,0,1,1,1,1,1,0,0,2023-11-18,0,2024-06-19,Full Time,stkvkl13,=>#f^;HBkdZ,7.945242984257358,353,139
187,923231,2ZXS8T,ERRNR,WIYEZ,2022-07-02,AM,1,1,1,1,0,0,1,0,2023-11-21,1,2025-04-24,PRN,werrnr01,?A696(2o)C,2.346338124572211,350,-170
188,560392,LHQ2C0,KQBVIUZAVL,EUJTYDPB,2021-11-23,AM,1,1,1,1,1,1,0,1,2025-05-30,1,2025-03-21,Full Time,ekqbvi11,"frgH1(|""fRK?",2.951403148528405,-206,-136
189,360052,3UUVPC,TXIZHP,ZHTGUSBT,2015-06-19,PM,1,1,1,1,1,0,1,1,2025-05-11,1,2025-08-18,Part Time,ztxizh12,nu8h]jkD-,9.382614647501711,-187,-286
190,608744,X96ELR,FCJJG,ELSTQLDM,2022-03-19,AM,1,1,1,1,1,1,1,0,2023-11-11,1,2025-07-26,Full Time,efcjjg11,L+jk=wfGZ>,2.6338124572210813,360,-263
191,640302,H9S6OS,SDKQLTEQ,ZUDXCVX,2024-10-17,AM,1,0,1,1,1,1,1,1,2025-04-01,1,2025-09-10,Part Time,zsdkql13,"""H7=5$$`9",0.05201916495550993,-147,-309
192,792710,45FABD,KQV,WALRAO,2017-09-22,AM,1,1,1,1,1,1,1,0,2024-05-17,1,2025-03-16,Part Time,wkqv14,K8VS2WKWY&r,7.121149897330596,172,-131
193,360321,T7ZBBI,DAGV,OQXWSR,2016-01-02,PM,1,1,1,1,1,1,1,1,2025-05-24,0,2023-11-10,Part Time,odagv18,<Gs6X1[y9u?G,8.843258042436688,-200,361
194,160198,NK3D8E,NTSUNZNM,QKMCGHI,2020-12-12,AM,1,1,1,1,1,1,0,1,2025-10-04,0,2024-04-03,Full Time,qntsun03,!2)B-|[YY&>,3.898699520876112,-333,216
195,703039,SFSSYZ,CGTGYOAFPG,GSKSDO,2017-12-04,AM,0,1,1,1,1,1,1,1,2025-04-06,0,2024-07-12,PRN,gcgtgy07,rA$?}BHu\`pb,6.921286789869952,-152,116
196,865007,EYTIK8,DTGG,YSV,2016-05-27,PM,1,1,1,1,1,1,0,0,2024-04-29,1,2025-02-01,Full Time,ydtgg09,9Zxdu8f+cZ,8.4435318275154,190,-88
197,575024,5ZMTOP,THNNT,TWUNHJ,2021-04-08,AM,1,1,1,1,0,1,1,0,2024-10-08,0,2023-11-15,Full Time,tthnnt03,}fvY9$?Q3,3.578370978781656,28,356
198,176472,46ORR7,MGRQA,WMGZVCCX,2016-09-05,AM,1,1,1,1,1,0,0,0,2024-06-29,0,2024-05-23,Full Time,wmgrqa04,m/q@z=00S,8.167008898015059,129,166
199,357146,4LSJFK,IGFNJSRQYG,NCEQX,2016-08-16,PM,0,1,1,1,0,1,1,1,2025-03-20,0,2023-12-09,Part Time,nigfnj19,mo.'ya#sIZZE,8.2217659137577,-135,332
